txn_id,user_id,timestamp,amount,device_id,city,hour,device_change,geo_change,if_score,if_label,flag
T00634,U1042,22-09-2025 18:03,239,D26,CityD,18,0,0,0.218321493,1,0
T00635,U1089,22-09-2025 13:15,252,D15,CityA,13,0,0,0.192627901,1,0
T00636,U1091,22-09-2025 20:25,163,D27,CityE,20,0,0,0.208969423,1,0
T00637,U1041,22-09-2025 15:29,188,D6,CityE,15,0,0,0.233433692,1,0
T00638,U1024,22-09-2025 15:33,209,D26,CityD,15,0,0,0.237507342,1,0
T00639,U1056,22-09-2025 05:55,208,D15,CityC,5,0,0,0.219098874,1,0
T00640,U1072,22-09-2025 10:07,202,D8,CityA,10,0,0,0.236121774,1,0
T00641,U1086,22-09-2025 15:43,86,D4,CityC,15,0,0,0.102646135,1,0
T00642,U1028,22-09-2025 02:28,153,D2,CityB,2,0,0,0.160802525,1,0
T00643,U1027,22-09-2025 08:21,208,D4,CityB,8,0,0,0.215703819,1,0
T00644,U1008,22-09-2025 02:44,177,D24,CityD,2,0,0,0.184056284,1,0
T00645,U1049,22-09-2025 12:28,273,D17,CityC,12,0,0,0.164879733,1,0
T00646,U1089,22-09-2025 01:41,216,D10,CityA,1,0,0,0.145921156,1,0
T00647,U1025,22-09-2025 17:19,143,D13,CityE,17,0,0,0.200262063,1,0
T00648,U1071,22-09-2025 12:15,153,D15,CityD,12,0,0,0.206420539,1,0
T00649,U1074,22-09-2025 03:14,231,D24,CityD,3,0,0,0.18219648,1,0
T00650,U1056,22-09-2025 18:21,188,D9,CityB,18,0,0,0.232076161,1,0
T00651,U1025,22-09-2025 00:32,145,D18,CityC,0,0,0,0.100980222,1,0
T00652,U1097,22-09-2025 02:48,192,D29,CityB,2,0,0,0.188013521,1,0
T00653,U1020,22-09-2025 20:05,232,D18,CityB,20,0,0,0.213172226,1,0
T00654,U1045,22-09-2025 07:23,209,D3,CityE,7,0,0,0.221147455,1,0
T00655,U1007,22-09-2025 02:01,178,D6,CityA,2,0,0,0.184291151,1,0
T00656,U1015,22-09-2025 12:16,229,D28,CityC,12,0,0,0.221383875,1,0
T00657,U1089,22-09-2025 09:32,189,D18,CityC,9,0,0,0.220119641,1,0
T00658,U1086,21-09-2025 22:45,125,D22,CityB,22,0,0,0.114989376,1,0
T00659,U1025,21-09-2025 21:20,226,D29,CityB,21,0,0,0.205772912,1,0
T00660,U1016,22-09-2025 20:02,237,D21,CityB,20,0,0,0.206101945,1,0
T00661,U1033,22-09-2025 15:10,195,D4,CityA,15,0,0,0.232921963,1,0
T00662,U1042,22-09-2025 12:59,137,D27,CityD,12,0,0,0.191159894,1,0
T00663,U1087,22-09-2025 15:19,215,D5,CityB,15,0,0,0.233061437,1,0
T00664,U1035,22-09-2025 05:34,252,D28,CityB,5,0,0,0.182410198,1,0
T00665,U1042,21-09-2025 22:06,175,D23,CityC,22,0,0,0.175407023,1,0
T00666,U1021,22-09-2025 07:17,223,D25,CityE,7,0,0,0.210820445,1,0
T00667,U1066,22-09-2025 18:28,199,D25,CityE,18,0,0,0.230379498,1,0
T00668,U1070,22-09-2025 05:55,230,D20,CityD,5,0,0,0.200323451,1,0
T00669,U1093,22-09-2025 19:02,205,D14,CityA,19,0,0,0.228730288,1,0
T00670,U1017,22-09-2025 20:49,229,D29,CityD,20,0,0,0.214840302,1,0
T00671,U1052,22-09-2025 05:36,139,D26,CityB,5,0,0,0.177800245,1,0
T00672,U1019,21-09-2025 23:26,236,D10,CityC,23,0,0,0.152821228,1,0
T00673,U1074,22-09-2025 15:02,222,D9,CityE,15,0,0,0.226849274,1,0
T00674,U1067,22-09-2025 10:57,156,D11,CityC,10,0,0,0.214103228,1,0
T00675,U1020,22-09-2025 09:24,159,D28,CityB,9,0,0,0.20089726,1,0
T00676,U1039,22-09-2025 06:37,247,D14,CityD,6,0,0,0.181520473,1,0
T00677,U1022,22-09-2025 08:25,127,D29,CityA,8,0,0,0.168417154,1,0
T00678,U1018,22-09-2025 11:15,199,D14,CityD,11,0,0,0.232876633,1,0
T00679,U1090,21-09-2025 22:39,200,D3,CityC,22,0,0,0.186075878,1,0
T00680,U1039,21-09-2025 22:08,235,D4,CityB,22,0,0,0.181272842,1,0
T00681,U1092,22-09-2025 15:30,152,D25,CityA,15,0,0,0.20694979,1,0
T00682,U1086,21-09-2025 22:05,221,D20,CityE,22,0,0,0.187612872,1,0
T00683,U1068,22-09-2025 06:24,283,D29,CityA,6,0,0,0.13375751,1,0
T00684,U1059,22-09-2025 09:32,321,D5,CityA,9,0,0,0.057520793,1,0
T00685,U1009,22-09-2025 01:48,249,D22,CityD,1,0,0,0.104308106,1,0
T00686,U1091,22-09-2025 04:26,191,D19,CityD,4,0,0,0.209090393,1,0
T00687,U1040,22-09-2025 17:21,113,D5,CityA,17,0,0,0.156309697,1,0
T00688,U1026,22-09-2025 03:30,166,D25,CityC,3,0,0,0.190195598,1,0
T00689,U1046,22-09-2025 16:21,272,D17,CityC,16,0,0,0.179041354,1,0
T00690,U1030,22-09-2025 15:05,113,D27,CityB,15,0,0,0.158739622,1,0
T00691,U1008,22-09-2025 03:27,183,D17,CityD,3,0,0,0.194061213,1,0
T00692,U1047,22-09-2025 04:07,315,D25,CityC,4,0,0,0.050924378,1,0
T00693,U1020,22-09-2025 10:26,235,D19,CityD,10,0,0,0.216077813,1,0
T00694,U1080,22-09-2025 19:23,248,D24,CityB,19,0,0,0.202725385,1,0
T00695,U1014,22-09-2025 14:08,240,D23,CityB,14,0,0,0.222403902,1,0
T00696,U1038,22-09-2025 17:24,196,D25,CityA,17,0,0,0.227438616,1,0
T00697,U1033,22-09-2025 16:22,172,D6,CityD,16,0,0,0.228349005,1,0
T00698,U1051,22-09-2025 00:46,144,D17,CityA,0,0,0,0.101949238,1,0
T00699,U1075,22-09-2025 13:06,281,D17,CityC,13,0,0,0.151836401,1,0
T00700,U1089,22-09-2025 00:54,92,D4,CityB,0,0,0,0.025192937,1,0
T00701,U1082,22-09-2025 15:46,212,D1,CityB,15,0,0,0.238635185,1,0
T00702,U1060,21-09-2025 23:20,183,D24,CityC,23,0,0,0.152231564,1,0
T00703,U1028,22-09-2025 16:36,225,D19,CityE,16,0,0,0.23497121,1,0
T00704,U1064,22-09-2025 04:24,202,D16,CityE,4,0,0,0.209215849,1,0
T00705,U1063,22-09-2025 14:08,209,D4,CityD,14,0,0,0.241404121,1,0
T00706,U1022,22-09-2025 04:35,211,D22,CityC,4,0,0,0.20697956,1,0
T00707,U1056,22-09-2025 16:07,234,D3,CityB,16,0,0,0.228138032,1,0
T00708,U1015,22-09-2025 20:33,131,D19,CityB,20,0,0,0.167691537,1,0
T00709,U1079,22-09-2025 00:54,138,D12,CityA,0,0,0,0.100325824,1,0
T00710,U1005,22-09-2025 05:01,178,D25,CityD,5,0,0,0.206956861,1,0
T00711,U1077,22-09-2025 11:31,163,D18,CityA,11,0,0,0.223097992,1,0
T00712,U1018,22-09-2025 13:15,136,D27,CityB,13,0,0,0.189349753,1,0
T00713,U1093,22-09-2025 05:58,208,D22,CityC,5,0,0,0.219098874,1,0
T00714,U1053,22-09-2025 11:25,225,D20,CityE,11,0,0,0.224885924,1,0
T00715,U1023,22-09-2025 03:37,217,D26,CityE,3,0,0,0.197729261,1,0
T00716,U1073,22-09-2025 01:18,197,D6,CityB,1,0,0,0.158134211,1,0
T00717,U1068,22-09-2025 20:29,133,D20,CityA,20,0,0,0.168928632,1,0
T00718,U1048,22-09-2025 05:18,211,D12,CityC,5,0,0,0.217338367,1,0
T00719,U1002,22-09-2025 01:55,112,D28,CityB,1,0,0,0.089647234,1,0
T00720,U1037,22-09-2025 20:14,193,D11,CityC,20,0,0,0.214714083,1,0
T00721,U1028,22-09-2025 19:12,194,D20,CityD,19,0,0,0.227426783,1,0
T00722,U1018,22-09-2025 11:58,163,D15,CityB,11,0,0,0.223097992,1,0
T00723,U1029,22-09-2025 12:23,154,D27,CityB,12,0,0,0.206961878,1,0
T00724,U1072,22-09-2025 13:57,272,D16,CityA,13,0,0,0.173465907,1,0
T00725,U1058,22-09-2025 03:30,250,D1,CityC,3,0,0,0.153602724,1,0
T00726,U1025,22-09-2025 07:46,213,D21,CityC,7,0,0,0.216411004,1,0
T00727,U1021,22-09-2025 19:32,127,D13,CityD,19,0,0,0.169876186,1,0
T00728,U1064,21-09-2025 21:22,271,D4,CityA,21,0,0,0.160752014,1,0
T00729,U1008,22-09-2025 07:48,194,D13,CityB,7,0,0,0.222314472,1,0
T00730,U1031,22-09-2025 13:08,224,D16,CityA,13,0,0,0.224108302,1,0
T00731,U1073,21-09-2025 21:11,156,D27,CityE,21,0,0,0.185888881,1,0
T00732,U1024,22-09-2025 07:24,192,D15,CityD,7,0,0,0.221906708,1,0
T00733,U1092,22-09-2025 09:18,213,D9,CityB,9,0,0,0.221190957,1,0
T00734,U1049,22-09-2025 14:08,123,D8,CityA,14,0,0,0.180401867,1,0
T00735,U1022,21-09-2025 22:12,151,D26,CityA,22,0,0,0.146872585,1,0
T00736,U1074,22-09-2025 11:16,106,D16,CityB,11,0,0,0.149875195,1,0
T00737,U1081,22-09-2025 16:19,129,D10,CityA,16,0,0,0.173594184,1,0
T00738,U1090,22-09-2025 09:30,210,D19,CityB,9,0,0,0.225386934,1,0
T00739,U1080,22-09-2025 19:05,253,D17,CityD,19,0,0,0.188876671,1,0
T00740,U1027,22-09-2025 18:57,318,D5,CityA,18,0,0,0.073510504,1,0
T00741,U1081,22-09-2025 15:53,307,D11,CityC,15,0,0,0.083670938,1,0
T00742,U1059,22-09-2025 17:00,162,D8,CityD,17,0,0,0.220030163,1,0
T00743,U1036,22-09-2025 15:48,200,D11,CityB,15,0,0,0.232807198,1,0
T00744,U1056,22-09-2025 01:49,64,D22,CityE,1,0,0,-0.001759205,-1,1
T00745,U1053,21-09-2025 21:40,165,D3,CityB,21,0,0,0.195928032,1,0
T00746,U1000,22-09-2025 19:10,154,D21,CityE,19,0,0,0.206386615,1,0
T00747,U1004,22-09-2025 15:52,240,D19,CityC,15,0,0,0.217354946,1,0
T00748,U1067,22-09-2025 03:56,227,D4,CityD,3,0,0,0.184168443,1,0
T00749,U1059,22-09-2025 07:38,118,D29,CityB,7,0,0,0.163015799,1,0
T00750,U1051,22-09-2025 17:56,217,D13,CityE,17,0,0,0.23269045,1,0
T00751,U1035,22-09-2025 12:10,129,D16,CityA,12,0,0,0.179660576,1,0
T00752,U1084,22-09-2025 18:41,160,D6,CityC,18,0,0,0.214849952,1,0
T00753,U1034,22-09-2025 05:22,272,D23,CityA,5,0,0,0.153355008,1,0
T00754,U1075,22-09-2025 17:36,205,D3,CityA,17,0,0,0.23173777,1,0
T00755,U1085,22-09-2025 04:06,83,D14,CityD,4,0,0,0.063261587,1,0
T00756,U1022,22-09-2025 07:18,146,D23,CityE,7,0,0,0.189894309,1,0
T00757,U1065,22-09-2025 09:45,166,D22,CityA,9,0,0,0.210966165,1,0
T00758,U1029,21-09-2025 21:27,248,D11,CityB,21,0,0,0.188896514,1,0
T00759,U1077,21-09-2025 23:54,255,D2,CityA,23,0,0,0.131377343,1,0
T00760,U1027,22-09-2025 04:27,291,D7,CityC,4,0,0,0.104075288,1,0
T00761,U1014,22-09-2025 14:59,212,D9,CityA,14,0,0,0.240370501,1,0
T00762,U1061,22-09-2025 17:54,201,D3,CityB,17,0,0,0.233619971,1,0
T00763,U1039,22-09-2025 13:51,200,D19,CityE,13,0,0,0.233852047,1,0
T00764,U1000,22-09-2025 12:09,135,D16,CityE,12,0,0,0.188272999,1,0
T00765,U1047,22-09-2025 11:32,183,D24,CityB,11,0,0,0.227278009,1,0
T00766,U1016,22-09-2025 01:57,160,D5,CityB,1,0,0,0.148038056,1,0
T00767,U1048,22-09-2025 13:17,226,D11,CityA,13,0,0,0.224578222,1,0
T00768,U1002,22-09-2025 10:27,266,D21,CityC,10,0,0,0.172380418,1,0
T00769,U1031,22-09-2025 14:09,217,D9,CityA,14,0,0,0.234538948,1,0
T00770,U1092,22-09-2025 16:42,228,D16,CityA,16,0,0,0.233668522,1,0
T00771,U1050,22-09-2025 03:51,252,D19,CityB,3,0,0,0.156622612,1,0
T00772,U1040,22-09-2025 18:10,356,D3,CityC,18,0,0,0.015985033,1,0
T00773,U1052,22-09-2025 06:50,155,D8,CityD,6,0,0,0.198521572,1,0
T00774,U1056,22-09-2025 14:50,166,D15,CityD,14,0,0,0.230779424,1,0
T00775,U1056,22-09-2025 20:33,239,D22,CityD,20,0,0,0.205924097,1,0
T00776,U1063,22-09-2025 19:37,54,D10,CityE,19,0,0,0.015911423,1,0
T00777,U1066,22-09-2025 02:16,137,D27,CityD,2,0,0,0.147181131,1,0
T00778,U1059,22-09-2025 14:20,126,D26,CityC,14,0,0,0.185104127,1,0
T00779,U1095,21-09-2025 21:12,232,D17,CityA,21,0,0,0.205127388,1,0
T00780,U1091,22-09-2025 12:10,143,D2,CityE,12,0,0,0.20013658,1,0
T00781,U1078,21-09-2025 22:10,116,D26,CityE,22,0,0,0.109084586,1,0
T00782,U1044,22-09-2025 05:24,290,D26,CityD,5,0,0,0.115895746,1,0
T00783,U1080,21-09-2025 21:21,233,D27,CityD,21,0,0,0.20229908,1,0
T00784,U1008,22-09-2025 05:19,154,D6,CityE,5,0,0,0.18872855,1,0
T00785,U1057,22-09-2025 18:47,227,D26,CityD,18,0,0,0.226885957,1,0
T00786,U1085,22-09-2025 15:11,272,D12,CityB,15,0,0,0.174469053,1,0
T00787,U1060,22-09-2025 14:11,157,D27,CityA,14,0,0,0.221083947,1,0
T00788,U1039,22-09-2025 11:23,167,D2,CityD,11,0,0,0.228082424,1,0
T00789,U1009,22-09-2025 09:10,154,D26,CityB,9,0,0,0.1930375,1,0
T00790,U1061,22-09-2025 16:06,275,D6,CityA,16,0,0,0.171625347,1,0
T00791,U1066,22-09-2025 19:32,128,D13,CityD,19,0,0,0.173250101,1,0
T00792,U1020,22-09-2025 13:40,255,D13,CityC,13,0,0,0.19480175,1,0
T00793,U1099,22-09-2025 16:46,192,D23,CityD,16,0,0,0.232215386,1,0
T00794,U1083,22-09-2025 05:50,265,D28,CityA,5,0,0,0.167785725,1,0
T00795,U1036,22-09-2025 03:13,217,D24,CityB,3,0,0,0.197729261,1,0
T00796,U1047,22-09-2025 04:45,121,D24,CityC,4,0,0,0.147075364,1,0
T00797,U1028,22-09-2025 07:28,166,D8,CityC,7,0,0,0.208375114,1,0
T00798,U1096,22-09-2025 10:50,213,D6,CityC,10,0,0,0.231883964,1,0
T00799,U1019,22-09-2025 18:40,322,D16,CityE,18,0,0,0.063313999,1,0
T00800,U1012,22-09-2025 00:07,141,D20,CityC,0,0,0,0.098621413,1,0
T00801,U1058,22-09-2025 17:22,190,D28,CityE,17,0,0,0.233986314,1,0
T00802,U1034,21-09-2025 21:22,198,D14,CityB,21,0,0,0.204323586,1,0
T00803,U1048,22-09-2025 15:17,253,D16,CityE,15,0,0,0.19510116,1,0
T00804,U1084,22-09-2025 06:39,301,D19,CityA,6,0,0,0.093151653,1,0
T00805,U1067,22-09-2025 20:46,182,D10,CityE,20,0,0,0.218872047,1,0
T00806,U1042,22-09-2025 10:53,278,D16,CityC,10,0,0,0.159718634,1,0
T00807,U1086,22-09-2025 19:16,189,D5,CityC,19,0,0,0.228645944,1,0
T00808,U1004,22-09-2025 20:53,228,D12,CityB,20,0,0,0.211704318,1,0
T00809,U1003,22-09-2025 17:39,235,D14,CityC,17,0,0,0.224564539,1,0
T00810,U1031,22-09-2025 07:54,196,D18,CityC,7,0,0,0.222262565,1,0
T00811,U1054,22-09-2025 17:43,174,D27,CityA,17,0,0,0.228719074,1,0
T00812,U1053,22-09-2025 03:36,207,D19,CityA,3,0,0,0.202148322,1,0
T00813,U1063,22-09-2025 16:26,133,D22,CityB,16,0,0,0.178593002,1,0
T00814,U1046,22-09-2025 07:52,180,D14,CityB,7,0,0,0.212919241,1,0
T00815,U1019,22-09-2025 13:26,100,D20,CityC,13,0,0,0.139010647,1,0
T00816,U1027,22-09-2025 08:43,97,D13,CityE,8,0,0,0.116501965,1,0
T00817,U1065,22-09-2025 10:44,219,D26,CityC,10,0,0,0.229801266,1,0
T00818,U1071,21-09-2025 23:16,189,D11,CityD,23,0,0,0.150644707,1,0
T00819,U1007,21-09-2025 22:35,208,D20,CityD,22,0,0,0.187726281,1,0
T00820,U1054,22-09-2025 18:11,194,D11,CityE,18,0,0,0.229800586,1,0
T00821,U1058,22-09-2025 18:15,231,D24,CityA,18,0,0,0.228714007,1,0
T00822,U1034,22-09-2025 01:48,159,D5,CityB,1,0,0,0.14619981,1,0
T00823,U1080,22-09-2025 11:56,198,D21,CityD,11,0,0,0.232293301,1,0
T00824,U1052,22-09-2025 20:24,222,D17,CityA,20,0,0,0.214531211,1,0
T00825,U1063,22-09-2025 18:24,224,D2,CityB,18,0,0,0.231496397,1,0
T00826,U1070,22-09-2025 02:03,107,D2,CityC,2,0,0,0.104045069,1,0
T00827,U1019,21-09-2025 22:19,261,D5,CityA,22,0,0,0.157940588,1,0
T00828,U1039,21-09-2025 23:44,73,D12,CityC,23,0,0,0.027114988,1,0
T00829,U1063,22-09-2025 04:11,175,D7,CityD,4,0,0,0.207957984,1,0
T00830,U1048,22-09-2025 05:29,182,D13,CityD,5,0,0,0.209319404,1,0
T00831,U1025,22-09-2025 16:24,179,D24,CityB,16,0,0,0.225474808,1,0
T00832,U1030,22-09-2025 04:15,153,D28,CityE,4,0,0,0.188123203,1,0
T00833,U1063,22-09-2025 10:56,141,D3,CityD,10,0,0,0.201721799,1,0
T00834,U1059,22-09-2025 08:42,200,D17,CityA,8,0,0,0.214269406,1,0
T00835,U1094,22-09-2025 04:21,140,D13,CityA,4,0,0,0.170719378,1,0
T00836,U1047,22-09-2025 10:08,83,D12,CityA,10,0,0,0.097299797,1,0
T00837,U1014,22-09-2025 01:46,275,D8,CityD,1,0,0,0.06133241,1,0
T00838,U1089,22-09-2025 01:41,217,D18,CityE,1,0,0,0.14617498,1,0
T00839,U1079,22-09-2025 12:44,292,D28,CityA,12,0,0,0.117316493,1,0
T00840,U1098,22-09-2025 16:11,229,D16,CityD,16,0,0,0.23475617,1,0
T00841,U1058,22-09-2025 15:17,187,D17,CityA,15,0,0,0.233333311,1,0
T00842,U1005,22-09-2025 10:37,185,D25,CityD,10,0,0,0.229349232,1,0
T00843,U1089,22-09-2025 17:52,219,D8,CityA,17,0,0,0.235391847,1,0
T00844,U1076,22-09-2025 12:52,195,D6,CityD,12,0,0,0.230196563,1,0
T00845,U1052,22-09-2025 03:41,169,D2,CityE,3,0,0,0.193425523,1,0
T00846,U1037,22-09-2025 20:16,173,D8,CityA,20,0,0,0.217640762,1,0
T00847,U1005,22-09-2025 05:59,173,D27,CityD,5,0,0,0.207793442,1,0
T00848,U1048,22-09-2025 14:30,259,D29,CityE,14,0,0,0.195119472,1,0
T00849,U1061,22-09-2025 20:43,323,D22,CityD,20,0,0,0.058359805,1,0
T00850,U1012,22-09-2025 11:57,313,D10,CityB,11,0,0,0.0688417,1,0
T00851,U1048,22-09-2025 12:03,168,D1,CityA,12,0,0,0.225643915,1,0
T00852,U1014,22-09-2025 01:47,222,D24,CityB,1,0,0,0.139586437,1,0
T00853,U1071,22-09-2025 19:05,167,D27,CityE,19,0,0,0.228145696,1,0
T00854,U1038,21-09-2025 21:09,163,D28,CityA,21,0,0,0.193729524,1,0
T00855,U1060,22-09-2025 00:42,62,D17,CityE,0,0,0,-0.017757418,-1,1
T00856,U1095,22-09-2025 06:01,175,D14,CityB,6,0,0,0.21692174,1,0
T00857,U1012,22-09-2025 13:11,139,D15,CityA,13,0,0,0.195050604,1,0
T00858,U1051,22-09-2025 09:14,232,D21,CityD,9,0,0,0.205950111,1,0
T00859,U1029,22-09-2025 10:13,259,D1,CityD,10,0,0,0.181878397,1,0
T00860,U1098,22-09-2025 15:05,189,D16,CityA,15,0,0,0.232523839,1,0
T00861,U1031,21-09-2025 22:11,171,D25,CityC,22,0,0,0.173876139,1,0
T00862,U1061,22-09-2025 13:41,216,D11,CityB,13,0,0,0.230034962,1,0
T00863,U1061,21-09-2025 22:19,295,D1,CityB,22,0,0,0.095360319,1,0
T00864,U1092,22-09-2025 17:33,243,D8,CityB,17,0,0,0.212446117,1,0
T00865,U1036,22-09-2025 14:59,158,D17,CityC,14,0,0,0.224438984,1,0
T00866,U1010,22-09-2025 04:01,193,D21,CityC,4,0,0,0.210710009,1,0
T00867,U1065,22-09-2025 13:01,194,D17,CityC,13,0,0,0.229992351,1,0
T00868,U1055,22-09-2025 04:37,210,D2,CityE,4,0,0,0.206921315,1,0
T00869,U1067,22-09-2025 05:24,187,D13,CityD,5,0,0,0.210158959,1,0
T00870,U1057,22-09-2025 14:11,232,D9,CityD,14,0,0,0.231747234,1,0
T00871,U1059,22-09-2025 20:45,145,D8,CityC,20,0,0,0.187825034,1,0
T00872,U1027,22-09-2025 03:15,136,D18,CityA,3,0,0,0.152250541,1,0
T00873,U1062,22-09-2025 20:38,196,D6,CityD,20,0,0,0.21204934,1,0
T00874,U1026,21-09-2025 23:12,235,D16,CityD,23,0,0,0.15380224,1,0
T00875,U1030,22-09-2025 00:36,197,D2,CityC,0,0,0,0.11837237,1,0
T00876,U1023,22-09-2025 08:18,224,D10,CityA,8,0,0,0.205628681,1,0
T00877,U1025,22-09-2025 12:32,160,D24,CityE,12,0,0,0.213021746,1,0
T00878,U1066,22-09-2025 15:10,172,D16,CityA,15,0,0,0.229465132,1,0
T00879,U1014,22-09-2025 08:05,180,D15,CityB,8,0,0,0.209346033,1,0
T00880,U1086,22-09-2025 18:13,228,D20,CityD,18,0,0,0.227310829,1,0
T00881,U1086,22-09-2025 04:04,168,D22,CityA,4,0,0,0.208224334,1,0
T00882,U1065,22-09-2025 01:25,183,D26,CityE,1,0,0,0.16047906,1,0
T00883,U1088,22-09-2025 17:42,179,D29,CityA,17,0,0,0.230996945,1,0
T00884,U1037,22-09-2025 13:22,220,D26,CityB,13,0,0,0.225647838,1,0
T00885,U1051,22-09-2025 14:36,257,D26,CityE,14,0,0,0.198052586,1,0
T00886,U1069,22-09-2025 18:39,291,D16,CityD,18,0,0,0.121756697,1,0
T00887,U1046,21-09-2025 21:21,154,D3,CityC,21,0,0,0.184140105,1,0
T00888,U1039,22-09-2025 06:35,209,D25,CityD,6,0,0,0.223518105,1,0
T00889,U1071,22-09-2025 16:50,193,D13,CityE,16,0,0,0.228665531,1,0
T00890,U1054,22-09-2025 05:40,204,D27,CityE,5,0,0,0.218404819,1,0
T00891,U1092,22-09-2025 02:25,209,D8,CityD,2,0,0,0.186686597,1,0
T00892,U1050,22-09-2025 12:48,213,D28,CityD,12,0,0,0.227864669,1,0
T00893,U1075,22-09-2025 17:57,233,D29,CityE,17,0,0,0.228221518,1,0
T00894,U1053,22-09-2025 07:09,239,D9,CityB,7,0,0,0.186637113,1,0
T00895,U1084,22-09-2025 02:45,201,D22,CityE,2,0,0,0.188929704,1,0
T00896,U1000,22-09-2025 03:04,176,D10,CityB,3,0,0,0.193625821,1,0
T00897,U1020,22-09-2025 14:53,175,D17,CityA,14,0,0,0.233097307,1,0
T00898,U1089,22-09-2025 00:44,221,D6,CityA,0,0,0,0.112760611,1,0
T00899,U1077,22-09-2025 18:54,135,D8,CityE,18,0,0,0.177397659,1,0
T00900,U1014,22-09-2025 16:46,213,D27,CityE,16,0,0,0.234717896,1,0
T00901,U1030,22-09-2025 04:16,209,D25,CityB,4,0,0,0.206509109,1,0
T00902,U1025,22-09-2025 19:29,222,D26,CityD,19,0,0,0.229300563,1,0
T00903,U1005,22-09-2025 00:52,208,D17,CityA,0,0,0,0.122459527,1,0
T00904,U1013,22-09-2025 17:16,202,D7,CityD,17,0,0,0.231694664,1,0
T00905,U1014,22-09-2025 11:42,208,D17,CityC,11,0,0,0.234517785,1,0
T00906,U1018,22-09-2025 02:33,224,D3,CityB,2,0,0,0.171341282,1,0
T00907,U1047,21-09-2025 22:07,168,D7,CityC,22,0,0,0.172895477,1,0
T00908,U1049,21-09-2025 23:32,107,D4,CityE,23,0,0,0.076923157,1,0
T00909,U1069,22-09-2025 13:13,172,D15,CityD,13,0,0,0.228610047,1,0
T00910,U1039,22-09-2025 00:45,210,D28,CityD,0,0,0,0.124424869,1,0
T00911,U1044,22-09-2025 02:16,292,D3,CityC,2,0,0,0.060082019,1,0
T00912,U1030,22-09-2025 19:59,208,D13,CityB,19,0,0,0.234172156,1,0
T00913,U1007,21-09-2025 22:12,87,D29,CityA,22,0,0,0.06329672,1,0
T00914,U1079,22-09-2025 06:40,166,D10,CityB,6,0,0,0.210789092,1,0
T00915,U1068,22-09-2025 15:44,141,D13,CityE,15,0,0,0.203166548,1,0
T00916,U1093,22-09-2025 09:58,94,D26,CityE,9,0,0,0.110867818,1,0
T00917,U1003,22-09-2025 15:26,57,D15,CityB,15,0,0,0.027820522,1,0
T00918,U1095,22-09-2025 03:35,201,D10,CityD,3,0,0,0.200355965,1,0
T00919,U1005,22-09-2025 04:48,195,D9,CityC,4,0,0,0.20940236,1,0
T00920,U1004,22-09-2025 17:34,220,D24,CityC,17,0,0,0.236622624,1,0
T00921,U1021,22-09-2025 00:10,274,D13,CityC,0,0,0,0.045794998,1,0
T00922,U1002,22-09-2025 20:56,126,D12,CityA,20,0,0,0.157794285,1,0
T00923,U1017,21-09-2025 23:53,135,D15,CityD,23,0,0,0.104212982,1,0
T00924,U1086,22-09-2025 07:00,228,D28,CityB,7,0,0,0.197417746,1,0
T00925,U1024,22-09-2025 16:07,247,D23,CityA,16,0,0,0.203502579,1,0
T00926,U1024,22-09-2025 12:52,255,D20,CityB,12,0,0,0.1935852,1,0
T00927,U1009,22-09-2025 02:36,224,D12,CityA,2,0,0,0.171341282,1,0
T00928,U1041,22-09-2025 19:14,182,D27,CityC,19,0,0,0.232078578,1,0
T00929,U1015,22-09-2025 10:46,182,D26,CityA,10,0,0,0.227166251,1,0
T00930,U1046,22-09-2025 02:56,195,D10,CityD,2,0,0,0.189051808,1,0
T00931,U1059,22-09-2025 06:32,202,D27,CityC,6,0,0,0.224098384,1,0
T00932,U1026,22-09-2025 10:35,222,D8,CityD,10,0,0,0.227370313,1,0
T00933,U1011,22-09-2025 06:51,176,D17,CityD,6,0,0,0.215766905,1,0
T00934,U1084,21-09-2025 23:06,171,D26,CityD,23,0,0,0.147326866,1,0
T00935,U1027,21-09-2025 22:12,127,D23,CityB,22,0,0,0.122254981,1,0
T00936,U1070,21-09-2025 22:13,242,D28,CityE,22,0,0,0.175635843,1,0
T00937,U1036,22-09-2025 14:27,296,D20,CityC,14,0,0,0.110706644,1,0
T00938,U1076,22-09-2025 10:43,192,D5,CityC,10,0,0,0.231271421,1,0
T00939,U1054,22-09-2025 00:41,177,D4,CityB,0,0,0,0.117332226,1,0
T00940,U1021,22-09-2025 00:00,165,D18,CityE,0,0,0,0.10993313,1,0
T00941,U1053,21-09-2025 21:49,278,D13,CityC,21,0,0,0.139861945,1,0
T00942,U1061,22-09-2025 20:25,157,D4,CityD,20,0,0,0.204678895,1,0
T00943,U1051,22-09-2025 04:29,243,D15,CityA,4,0,0,0.175908084,1,0
T00944,U1019,22-09-2025 13:09,217,D4,CityB,13,0,0,0.229492731,1,0
T00945,U1081,21-09-2025 22:05,223,D22,CityB,22,0,0,0.188879053,1,0
T00946,U1067,22-09-2025 03:29,304,D2,CityE,3,0,0,0.056898022,1,0
T00947,U1041,22-09-2025 07:40,148,D10,CityC,7,0,0,0.190875742,1,0
T00948,U1056,22-09-2025 09:10,200,D19,CityE,9,0,0,0.224555798,1,0
T00949,U1031,22-09-2025 11:51,123,D28,CityA,11,0,0,0.174430857,1,0
T00950,U1095,22-09-2025 17:24,105,D14,CityE,17,0,0,0.147420667,1,0
